Country,City,Location_ID,Location_Name,Type_of_Attraction,Attraction_Category,Latitude,Longitude,Date,Avg_Daily_Pedestrian_Count,Weather_Temperature_Avg,Weather_Precipitation_Avg,Weather_Wind_Speed_Avg,Month,Season,Attraction_Score,Tourist_Saturation_Level,Holiday
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-01,64465.0,19.052,0.546,7.937,Janary,Winter,0.592,0.277,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-02,71132.0,18.84,0.65,9.659,Janary,Winter,0.582,0.307,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-03,70032.0,19.581,0.24,8.615,Janary,Winter,0.564,0.302,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-04,77038.0,20.228,0.01,7.171,Janary,Winter,0.605,0.334,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-05,97996.0,20.397,0.004,9.569,Janary,Winter,0.562,0.428,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-06,106262.0,20.104,0.41,11.382,Janary,Winter,0.637,0.465,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-07,94796.0,19.606,0.521,9.135,Janary,Winter,0.584,0.414,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-08,110699.0,19.805,0.142,8.837,Janary,Winter,0.64,0.485,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-09,104936.0,19.861,0.035,14.281,Janary,Winter,0.639,0.459,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-10,69484.0,19.184,0.008,14.768,Janary,Winter,0.601,0.3,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-11,102106.0,19.749,0.042,14.556,Janary,Winter,0.635,0.447,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-12,109924.0,20.664,0.056,13.282,Janary,Winter,0.567,0.482,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-13,118119.0,20.573,0.025,13.06,Janary,Winter,0.587,0.519,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-14,115859.0,20.134,0.006,13.062,Janary,Winter,0.617,0.509,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-15,136492.0,19.776,0.002,10.39,Janary,Winter,0.555,0.601,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-16,111996.0,19.842,0.077,15.627,Janary,Winter,0.621,0.491,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-17,67103.0,19.665,0.113,20.465,Janary,Winter,0.622,0.289,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-18,106705.0,19.501,0.156,23.513,Janary,Winter,0.583,0.467,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-19,117988.0,17.782,0.158,23.617,Janary,Winter,0.591,0.518,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-20,124072.0,16.837,0.044,19.741,Janary,Winter,0.621,0.546,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-21,117208.0,17.933,0.017,17.105,Janary,Winter,0.556,0.515,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-22,138350.0,18.84,0.017,17.597,Janary,Winter,0.623,0.61,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-23,115581.0,19.566,0.029,20.601,Janary,Winter,0.641,0.507,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-24,69179.0,20.16,0.025,20.817,Janary,Winter,0.556,0.298,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-25,118964.0,20.578,0.0,17.678,Janary,Winter,0.641,0.523,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-26,118269.0,20.738,0.004,12.413,Janary,Winter,0.639,0.519,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-27,130071.0,20.103,0.008,18.569,Janary,Winter,0.627,0.573,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-28,115392.0,18.537,0.01,22.701,Janary,Winter,0.606,0.506,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-29,135948.0,18.103,0.006,12.858,Janary,Winter,0.632,0.599,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-30,112925.0,18.624,0.002,8.003,Janary,Winter,0.634,0.495,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-01-31,90898.0,19.385,0.002,7.42,Janary,Winter,0.594,0.396,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-01,67785.0,19.911,0.002,6.727,February,Spring,0.635,0.292,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-02,113729.0,20.032,0.002,8.693,February,Spring,0.558,0.499,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-03,127108.0,20.106,0.027,12.237,February,Spring,0.567,0.559,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-05,133520.0,20.071,0.0,15.273,February,Spring,0.64,0.588,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-06,104934.0,20.057,0.0,13.602,February,Spring,0.607,0.459,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-07,82373.0,20.139,0.015,17.431,February,Spring,0.601,0.358,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-08,69532.0,20.508,0.085,22.349,February,Spring,0.573,0.3,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-09,114950.0,19.331,0.356,21.04,February,Spring,0.641,0.504,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-10,124194.0,18.347,0.285,18.167,February,Spring,0.598,0.546,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-11,126170.0,18.442,0.0,15.536,February,Spring,0.61,0.555,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-12,147941.0,19.238,0.0,12.926,February,Spring,0.615,0.653,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-13,128953.0,20.418,1.163,20.709,February,Spring,0.585,0.567,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-14,90879.0,20.685,1.635,27.351,February,Spring,0.589,0.396,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-16,31341.0,18.87,0.031,19.29,February,Spring,0.583,0.128,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-17,34474.0,18.302,0.01,11.036,February,Spring,0.585,0.142,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-18,95607.0,18.454,0.0,9.255,February,Spring,0.596,0.417,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-19,108350.0,18.504,0.0,11.191,February,Spring,0.648,0.475,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-20,97449.0,19.159,0.0,12.634,February,Spring,0.627,0.426,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-21,73649.0,20.21,0.01,19.553,February,Spring,0.637,0.318,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-22,114583.0,20.715,0.013,25.532,February,Spring,0.55,0.503,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-23,118795.0,20.743,0.004,19.66,February,Spring,0.555,0.522,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-24,139797.0,20.474,0.017,10.341,February,Spring,0.568,0.616,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-25,131546.0,20.15,0.044,9.994,February,Spring,0.59,0.579,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-26,155467.0,20.072,0.073,12.776,February,Spring,0.639,0.687,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-27,125546.0,20.157,0.071,14.867,February,Spring,0.554,0.552,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-02-28,26255.0,19.96,0.779,17.088,February,Spring,0.593,0.105,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-01,32280.0,20.068,0.796,16.297,March,Spring,0.646,0.132,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-02,33389.0,20.028,0.21,14.675,March,Spring,0.559,0.137,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-03,32666.0,19.199,0.248,11.574,March,Spring,0.575,0.134,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-04,35818.0,18.81,0.133,10.157,March,Spring,0.596,0.148,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-05,36826.0,18.821,0.11,14.782,March,Spring,0.635,0.153,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-06,30644.0,18.766,0.073,23.805,March,Spring,0.551,0.125,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-07,78372.0,18.394,0.044,23.818,March,Spring,0.608,0.34,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-08,113616.0,17.968,0.038,14.775,March,Spring,0.617,0.498,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-09,122587.0,18.677,0.348,14.053,March,Spring,0.607,0.539,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-10,124958.0,18.777,0.36,13.497,March,Spring,0.588,0.55,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-11,124277.0,18.541,0.023,9.084,March,Spring,0.592,0.546,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-12,156997.0,18.531,0.002,8.312,March,Spring,0.602,0.694,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-13,149522.0,18.825,0.023,10.539,March,Spring,0.603,0.66,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-14,92359.0,19.628,0.027,10.46,March,Spring,0.628,0.403,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-15,134232.0,19.179,0.031,11.323,March,Spring,0.629,0.591,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-16,144394.0,18.655,0.146,12.569,March,Spring,0.642,0.637,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-17,166689.0,18.237,0.119,12.166,March,Spring,0.556,0.737,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-18,137656.0,17.366,0.0,12.025,March,Spring,0.648,0.607,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-19,164232.0,16.846,0.0,10.005,March,Spring,0.601,0.726,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-20,135782.0,16.872,0.0,8.416,March,Spring,0.556,0.598,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-21,82648.0,17.307,0.0,7.221,March,Spring,0.643,0.359,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-22,124602.0,17.543,0.0,6.486,March,Spring,0.629,0.548,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-23,138769.0,17.382,0.0,8.817,March,Spring,0.627,0.612,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-24,148895.0,17.939,0.015,11.337,March,Spring,0.562,0.657,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-25,141779.0,18.856,0.048,17.842,March,Spring,0.593,0.625,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-26,157107.0,19.374,0.033,25.43,March,Spring,0.598,0.694,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-27,139524.0,19.416,0.223,24.483,March,Spring,0.561,0.615,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-28,76807.0,19.585,0.598,21.404,March,Spring,0.607,0.333,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-29,113876.0,19.776,0.675,24.434,March,Spring,0.569,0.5,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-30,119860.0,18.554,0.381,19.999,March,Spring,0.556,0.527,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-03-31,132312.0,17.133,0.344,12.289,March,Spring,0.586,0.583,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-01,137767.0,17.163,0.273,16.232,Apirl,Spring,0.561,0.607,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-02,75403.0,17.642,0.023,12.906,Apirl,Spring,0.6,0.326,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-03,122353.0,17.575,0.013,9.297,Apirl,Spring,0.613,0.538,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-04,65359.0,18.325,0.004,14.823,Apirl,Spring,0.632,0.281,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-05,81565.0,18.793,0.008,17.292,Apirl,Spring,0.599,0.354,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-06,123705.0,18.045,0.05,12.088,Apirl,Spring,0.584,0.544,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-07,144789.0,18.192,0.065,10.174,Apirl,Spring,0.623,0.639,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-08,131828.0,18.837,0.144,24.165,Apirl,Spring,0.644,0.58,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-09,158604.0,19.157,0.708,30.288,Apirl,Spring,0.589,0.701,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-10,102291.0,19.003,0.583,17.014,Apirl,Spring,0.553,0.447,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-11,82865.0,18.984,0.017,8.42,Apirl,Spring,0.606,0.36,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-12,124960.0,18.54,0.056,11.81,Apirl,Spring,0.552,0.55,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-13,138278.0,16.876,0.106,16.42,Apirl,Spring,0.601,0.609,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-14,140000.0,16.803,0.073,18.007,Apirl,Spring,0.57,0.617,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-15,139477.0,17.38,0.135,19.023,Apirl,Spring,0.558,0.615,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-16,164334.0,16.168,0.14,18.577,Apirl,Spring,0.554,0.727,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-17,137942.0,15.437,0.013,14.033,Apirl,Spring,0.565,0.608,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-18,87794.0,16.054,0.081,11.731,Apirl,Spring,0.562,0.382,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-19,139614.0,17.003,0.479,16.626,Apirl,Spring,0.63,0.616,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-20,138371.0,17.464,0.406,16.925,Apirl,Spring,0.631,0.61,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-21,161017.0,16.617,0.008,10.338,Apirl,Spring,0.553,0.712,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-22,158720.0,16.347,0.212,9.772,Apirl,Spring,0.635,0.702,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-23,170103.0,16.583,0.223,14.819,Apirl,Spring,0.593,0.753,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-24,142796.0,15.86,0.023,17.115,Apirl,Spring,0.554,0.63,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-25,98449.0,15.305,0.027,15.938,Apirl,Spring,0.566,0.43,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-26,81682.0,14.733,0.098,12.74,Apirl,Spring,0.606,0.355,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-27,139470.0,13.734,0.081,9.7,Apirl,Spring,0.564,0.615,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-28,158908.0,13.739,0.008,8.375,Apirl,Spring,0.639,0.702,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-29,153634.0,15.246,0.035,11.565,Apirl,Spring,0.616,0.679,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-30,170298.0,14.887,0.027,12.979,Apirl,Spring,0.555,0.754,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-01,146485.0,12.811,0.0,9.567,May,Summer,0.592,0.646,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-02,81753.0,13.125,0.0,6.23,May,Summer,0.553,0.355,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-03,126829.0,14.137,0.0,6.737,May,Summer,0.621,0.558,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-04,134885.0,14.5,0.0,8.213,May,Summer,0.617,0.594,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-05,145952.0,15.331,0.002,9.894,May,Summer,0.587,0.644,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-06,142255.0,16.647,0.008,19.786,May,Summer,0.612,0.627,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-07,163993.0,17.534,0.038,23.539,May,Summer,0.551,0.725,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-08,133030.0,17.609,0.142,15.949,May,Summer,0.611,0.586,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-09,80652.0,17.518,0.156,12.491,May,Summer,0.639,0.35,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-10,118438.0,17.573,0.298,14.72,May,Summer,0.598,0.52,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-11,133265.0,16.398,0.283,15.268,May,Summer,0.574,0.587,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-12,147337.0,12.949,0.031,11.736,May,Summer,0.623,0.65,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-13,157378.0,13.882,0.252,17.799,May,Summer,0.632,0.696,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-14,166873.0,15.858,0.254,18.793,May,Summer,0.639,0.738,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-15,152121.0,15.831,0.023,14.647,May,Summer,0.611,0.672,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-16,92123.0,16.092,0.067,21.197,May,Summer,0.589,0.402,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-17,116574.0,15.343,0.052,26.414,May,Summer,0.605,0.512,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-18,124287.0,15.533,0.01,22.96,May,Summer,0.608,0.546,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-19,140016.0,14.976,0.013,12.889,May,Summer,0.638,0.617,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-20,141987.0,13.761,0.01,10.72,May,Summer,0.64,0.626,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-21,166912.0,13.723,0.002,18.186,May,Summer,0.566,0.738,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-22,146264.0,13.884,0.05,26.327,May,Summer,0.623,0.645,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-23,74034.0,13.511,0.05,28.096,May,Summer,0.567,0.32,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-24,120151.0,12.632,0.0,24.926,May,Summer,0.603,0.528,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-25,132100.0,11.568,0.0,17.38,May,Summer,0.633,0.582,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-26,141700.0,11.41,0.073,10.903,May,Summer,0.554,0.625,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-27,144022.0,12.728,0.152,15.557,May,Summer,0.553,0.635,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-28,156140.0,13.106,0.096,19.85,May,Summer,0.561,0.69,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-29,129220.0,12.443,0.15,16.569,May,Summer,0.626,0.569,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-30,76520.0,12.707,0.142,15.268,May,Summer,0.649,0.331,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-31,117697.0,12.597,0.01,13.857,May,Summer,0.61,0.517,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-01,134182.0,12.822,0.017,11.193,June,Summer,0.561,0.591,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-02,138522.0,12.791,0.021,8.08,June,Summer,0.603,0.611,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-03,131843.0,12.9,0.017,8.414,June,Summer,0.596,0.581,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-04,160513.0,14.426,0.131,18.571,June,Summer,0.6,0.71,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-05,136955.0,15.269,0.433,28.056,June,Summer,0.629,0.604,0
